Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,01-Mar,PPA,CrsPA,PrgP,season
Adam Webster,eng ENG,DF,Brighton,24,1995,29.6,1587,1923,82.5,31102,12129,540,628,86,862,969,89,175,283,61.8,1,1.3,0.8,-0.3,11,85,5,0,119,19/20
Danny Welbeck,eng ENG,FWMF,Watford,28,1990,9.1,125,168,74.4,1459,320,80,101,79.2,34,45,75.6,2,3,66.7,0,0.2,0.2,-0.2,3,8,3,0,10,19/20
Ashley Westwood,eng ENG,MF,Burnley,29,1990,35,1413,1902,74.3,25746,8166,588,668,88,576,706,81.6,191,417,45.8,6,6.2,6,-0.2,54,172,33,10,177,19/20
Connor Wickham,eng ENG,FWMF,Crystal Palace,26,1993,1.1,28,47,59.6,398,75,18,27,66.7,7,14,50,2,3,66.7,1,0.6,0,0.4,3,3,1,0,6,19/20
Georginio Wijnaldum,nl NED,MF,Liverpool,28,1990,32.6,1492,1646,90.6,21792,4301,849,914,92.9,511,544,93.9,67,79,84.8,0,0.8,1.6,-0.8,18,131,23,1,137,19/20
Jetro Willems,nl NED,DF,Newcastle Utd,25,1994,16.6,405,585,69.2,6268,2963,215,252,85.3,154,239,64.4,21,51,41.2,2,0.9,0.9,1.1,15,29,13,2,43,19/20
Brandon Williams,eng ENG,DF,Manchester Utd,18,2000,11.2,530,638,83.1,7642,2259,330,367,89.9,159,189,84.1,30,55,54.5,0,0.6,0.7,-0.6,13,30,16,3,44,19/20
Neco Williams,wls WAL,DF,Liverpool,18,2001,2.6,170,213,79.8,2824,600,90,97,92.8,62,77,80.5,15,28,53.6,0,0.1,0.2,-0.1,2,6,3,2,9,19/20
Willian,br BRA,FWMF,Chelsea,30,1988,28.9,1247,1622,76.9,19426,4419,696,792,87.9,355,455,78,123,221,55.7,7,7.7,6.6,-0.7,75,71,68,13,173,19/20
Joe Willock,eng ENG,MFFW,Arsenal,19,1999,9.5,287,359,79.9,4611,1347,143,169,84.6,118,130,90.8,17,33,51.5,1,1.1,0.6,-0.1,12,34,8,2,41,19/20
Jack Wilshere,eng ENG,MF,West Ham,27,1992,2.4,62,75,82.7,881,158,35,41,85.4,23,25,92,2,4,50,0,0,0,0,0,4,0,0,8,19/20
Callum Wilson,eng ENG,FW,Bournemouth,27,1992,32.3,334,542,61.6,4323,951,227,308,73.7,71,122,58.2,15,25,60,1,2.8,2,-1.8,28,28,14,1,52,19/20
Harry Wilson,wls WAL,MFFW,Bournemouth,22,1997,18.3,452,624,72.4,7801,1765,245,287,85.4,136,182,74.7,59,99,59.6,0,2.4,2.6,-2.4,14,42,22,1,66,19/20
Harry Winks,eng ENG,MF,Tottenham,23,1996,24.7,1542,1731,89.1,25914,7843,740,796,93,642,707,90.8,125,172,72.7,0,1,1.5,-1,18,148,12,3,190,19/20
Chris Wood,nz NZL,FW,Burnley,27,1991,27.1,290,474,61.2,3085,405,212,313,67.7,43,90,47.8,4,7,57.1,1,1.8,0.5,-0.8,22,9,2,0,16,19/20
Granit Xhaka,ch SUI,MF,Arsenal,26,1992,28.7,1695,1944,87.2,31542,8782,676,740,91.4,781,863,90.5,198,263,75.3,2,1,1.3,1,16,197,22,3,237,19/20
Andriy Yarmolenko,ua UKR,MFFW,West Ham,29,1989,11,331,425,77.9,5093,1146,193,218,88.5,95,125,76,30,53,56.6,1,3.5,2,-2.5,19,17,11,2,41,19/20
DeAndre Yedlin,us USA,DF,Newcastle Utd,26,1993,10.4,222,315,70.5,3064,1181,139,161,86.3,38,69,55.1,23,47,48.9,0,0.3,0.5,-0.3,7,9,8,6,14,19/20
Maya Yoshida,jp JPN,DF,Southampton,30,1988,6.2,213,271,78.6,3694,1520,101,110,91.8,89,106,84,18,43,41.9,0,0,0,0,0,11,0,0,12,19/20
Ashley Young,eng ENG,DF,Manchester Utd,34,1985,10.6,573,752,76.2,9882,3842,294,325,90.5,208,265,78.5,60,129,46.5,0,1.5,1.6,-1.5,19,57,10,2,72,19/20
Pablo Zabaleta,ar ARG,DF,West Ham,34,1985,6.6,242,330,73.3,3544,1592,146,168,86.9,84,115,73,8,26,30.8,0,0.4,0.3,-0.4,3,22,5,1,29,19/20
Wilfried Zaha,ci CIV,FWMF,Crystal Palace,26,1992,36.4,928,1188,78.1,13537,3574,547,648,84.4,277,335,82.7,63,87,72.4,3,4,4.7,-1,36,62,70,12,146,19/20
Christoph Zimmermann,de GER,DF,Norwich City,26,1993,15.9,525,664,79.1,10202,4094,187,204,91.7,263,297,88.6,66,137,48.2,1,0.1,0.1,0.9,2,25,1,0,33,19/20
Oleksandr Zinchenko,ua UKR,DF,Manchester City,22,1996,14.2,1214,1371,88.5,18167,4390,666,718,92.8,446,504,88.5,56,78,71.8,0,1.5,1.6,-1.5,20,96,29,11,114,19/20
Richairo Živković,cw CUW,FW,Sheffield Utd,22,1996,1.2,17,19,89.5,215,19,11,12,91.7,5,6,83.3,0,0,,0,0.1,0.2,-0.1,2,0,1,1,1,19/20
Kurt Zouma,fr FRA,DF,Chelsea,24,1994,26,1844,2087,88.4,36857,11195,548,618,88.7,1068,1132,94.3,209,297,70.4,0,0.2,0.4,-0.2,1,97,1,0,108,19/20
Patrick van Aanholt,nl NED,DF,Crystal Palace,27,1990,35.5,1564,1971,79.4,24295,10061,874,995,87.8,551,687,80.2,101,194,52.1,2,4.4,3.7,-2.4,35,117,52,4,212,18/19
Sergio Agüero,ar ARG,FW,Manchester City,30,1988,27.3,661,796,83,7735,1420,415,466,89.1,151,176,85.8,12,24,50,8,5,4.3,3,34,40,40,0,76,18/19
Nathan Aké,nl NED,DF,Bournemouth,23,1995,37.9,1491,1733,86,26259,10116,654,718,91.1,703,781,90,119,197,60.4,0,1,0.9,-1,7,74,6,3,98,18/19
Marc Albrighton,eng ENG,FWMF,Leicester City,28,1989,18.1,448,776,57.7,7849,2947,236,301,78.4,129,217,59.4,61,160,38.1,2,2.9,2.3,-0.9,28,53,29,14,64,18/19
Toby Alderweireld,be BEL,DF,Tottenham,29,1989,32.5,2097,2382,88,45013,14391,609,645,94.4,1118,1194,93.6,352,500,70.4,0,0.6,1.7,-0.6,7,161,24,1,161,18/19
Trent Alexander-Arnold,eng ENG,DF,Liverpool,19,1998,27.4,1644,2236,73.5,30562,10915,692,794,87.2,712,902,78.9,208,422,49.3,12,6.3,6.6,5.7,48,123,55,25,157,18/19
Alisson,br BRA,GK,Liverpool,25,1992,38,1075,1290,83.3,28332,18517,143,148,96.6,625,628,99.5,307,510,60.2,0,0,0,0,0,5,1,0,0,18/19
Dele Alli,eng ENG,MF,Tottenham,22,1996,20.3,836,1056,79.2,11782,2868,495,564,87.8,265,325,81.5,33,63,52.4,3,3.1,2.2,-0.1,27,67,29,1,111,18/19
Miguel Almirón,py PAR,MF,Newcastle Utd,24,1994,8.4,188,263,71.5,2883,752,98,125,78.4,54,74,73,21,28,75,0,0.6,0.8,-0.6,13,21,12,7,25,18/19
Marcos Alonso,es ESP,DF,Chelsea,27,1990,30.7,1862,2255,82.6,24620,7841,1227,1340,91.6,486,611,79.5,66,146,45.2,4,3.4,2.6,0.6,33,102,21,7,146,18/19
Daniel Amartey,gh GHA,DF,Leicester City,23,1994,7.1,357,435,82.1,5916,2458,184,197,93.4,138,172,80.2,30,52,57.7,0,0.1,0.1,-0.1,3,36,0,0,34,18/19
Luke Amos,eng ENG,MF,Tottenham,21,1997,0,1,3,33.3,9,6,1,2,50,0,0,,0,0,,0,0,0,0,0,0,0,0,0,18/19
Felipe Anderson,br BRA,MFFW,West Ham,25,1993,33.8,1325,1824,72.6,20473,6459,703,832,84.5,378,506,74.7,130,241,53.9,4,6.1,7.4,-2.1,64,111,85,12,191,18/19
Florin Andone,ro ROU,FW,Brighton,25,1993,9.8,113,170,66.5,1385,187,73,94,77.7,29,49,59.2,2,6,33.3,0,0.1,0.2,-0.1,2,3,1,1,4,18/19
Michail Antonio,jm JAM,MFFW,West Ham,28,1990,23.4,496,773,64.2,7214,2025,302,381,79.3,127,222,57.2,40,82,48.8,4,4.4,2.5,-0.4,23,36,21,5,69,18/19
Stuart Armstrong,sct SCO,MF,Southampton,26,1992,15.9,492,648,75.9,7511,1972,256,315,81.3,175,200,87.5,36,58,62.1,2,1.5,1,0.5,29,61,22,1,86,18/19
Marko Arnautović,at AUT,FW,West Ham,29,1989,22.1,490,667,73.5,6585,1149,287,366,78.4,128,176,72.7,26,32,81.3,4,4.4,2.6,-0.4,36,26,15,2,43,18/19
Kepa Arrizabalaga,es ESP,GK,Chelsea,23,1994,36,1011,1161,87.1,25587,17018,185,186,99.5,543,550,98.7,281,419,67.1,0,0,0,0,0,2,0,0,0,18/19
Harry Arter,ie IRL,MF,Cardiff City,28,1989,22.2,539,680,79.3,8935,2551,275,319,86.2,196,241,81.3,49,80,61.3,1,0.5,1.2,0.5,10,59,21,6,73,18/19
Christian Atsu,gh GHA,MF,Newcastle Utd,26,1992,16.6,328,435,75.4,4232,941,180,199,90.5,76,121,62.8,21,35,60,0,1.6,0.9,-1.6,18,17,16,7,31,18/19
Pierre-Emerick Aubameyang,ga GAB,FW,Arsenal,29,1989,30.3,524,744,70.4,5972,1550,353,430,82.1,94,153,61.4,13,27,48.1,5,4.2,3.5,0.8,33,30,33,4,70,18/19
Serge Aurier,ci CIV,DF,Tottenham,25,1992,6.3,253,348,72.7,3681,1497,132,153,86.3,89,128,69.5,11,24,45.8,2,1,0.9,1,6,14,9,6,26,18/19
Charlie Austin,eng ENG,FW,Southampton,29,1989,10.9,116,200,58,1627,145,71,110,64.5,34,54,63,6,17,35.3,2,0.9,0.3,1.1,9,4,2,0,5,18/19
Jordan Ayew,gh GHA,FW,Crystal Palace,26,1991,13.1,207,283,73.1,2618,485,133,156,85.3,46,65,70.8,7,15,46.7,2,1.2,0.5,0.8,16,11,5,0,19,18/19
Floyd Ayité,tg TOG,FWMF,Fulham,29,1988,5.3,156,200,78,2301,669,96,109,88.1,46,62,74.2,10,15,66.7,0,0.5,0.4,-0.5,9,14,6,1,23,18/19
César Azpilicueta,es ESP,DF,Chelsea,28,1989,37.8,2494,2950,84.5,34344,11515,1557,1687,92.3,761,904,84.2,87,153,56.9,5,2.4,3.1,2.6,25,156,46,18,160,18/19
Ryan Babel,nl NED,FWMF,Fulham,31,1986,13.9,403,513,78.6,5974,1541,223,253,88.1,133,156,85.3,25,49,51,3,2.2,1.6,0.8,23,29,10,3,40,18/19
Juninho Bacuna,cw CUW,MFDF,Huddersfield,20,1997,15.7,565,770,73.4,10416,3609,267,314,85,192,242,79.3,91,167,54.5,0,1.4,1.3,-1.4,18,92,13,1,95,18/19
Leandro Bacuna,cw CUW,MF,Cardiff City,26,1991,6.2,105,163,64.4,1847,753,57,71,80.3,33,52,63.5,12,27,44.4,0,0.1,0.1,-0.1,1,14,2,1,16,18/19
Eric Bailly,ci CIV,DF,Manchester Utd,24,1994,7.1,264,305,86.6,5067,1597,82,88,93.2,150,164,91.5,27,43,62.8,0,0,0,0,0,6,0,0,13,18/19
Leighton Baines,eng ENG,DF,Everton,33,1984,4.2,208,262,79.4,3030,1222,124,139,89.2,64,85,75.3,13,24,54.2,0,0.2,0.3,-0.2,4,14,2,1,17,18/19
Fabián Balbuena,py PAR,DF,West Ham,26,1991,22.4,662,836,79.2,12742,5652,235,262,89.7,342,402,85.1,70,137,51.1,0,0.2,0.3,-0.2,3,31,0,0,49,18/19
Leon Balogun,ng NGA,DF,Brighton,30,1988,6.6,168,222,75.7,3430,835,38,50,76,99,112,88.4,24,44,54.5,0,0,0.1,0,0,1,0,0,6,18/19
Sol Bamba,ci CIV,DF,Cardiff City,33,1985,27.5,385,559,68.9,7809,3222,120,160,75,193,244,79.1,64,115,55.7,1,0.2,0.2,0.8,4,44,2,0,48,18/19
Phil Bardsley,sct SCO,DF,Burnley,33,1985,18.6,526,783,67.2,9000,4162,257,297,86.5,217,303,71.6,44,148,29.7,0,1.1,1.5,-1.1,7,62,18,9,68,18/19
Ross Barkley,eng ENG,MF,Chelsea,24,1993,13.8,877,971,90.3,13357,2609,496,529,93.8,275,301,91.4,64,72,88.9,5,2.1,1.8,2.9,22,66,18,1,90,18/19
Ashley Barnes,eng ENG,FW,Burnley,28,1989,26.5,308,534,57.7,3993,942,197,284,69.4,73,135,54.1,17,43,39.5,2,3.3,2.5,-1.3,22,23,12,1,41,18/19
Harvey Barnes,eng ENG,MFFW,Leicester City,20,1997,11.2,244,336,72.6,2931,660,164,191,85.9,54,79,68.4,5,13,38.5,2,1.7,1,0.3,17,16,8,2,27,18/19
Antonio Barreca,it ITA,DF,Newcastle Utd,23,1995,0.1,1,3,33.3,18,16,0,0,,1,1,100,0,1,0,0,0,0,0,0,0,0,0,0,18/19
Michy Batshuayi,be BEL,FW,Crystal Palace,24,1993,8.3,106,165,64.2,1428,285,63,82,76.8,24,40,60,8,14,57.1,0,0.1,0.3,-0.1,2,4,3,0,9,18/19
Jan Bednarek,pl POL,DF,Southampton,22,1996,23.9,607,888,68.4,10728,5283,269,319,84.3,285,409,69.7,43,133,32.3,1,0.7,0.5,0.3,9,43,1,0,68,18/19
Asmir Begović,ba BIH,GK,Bournemouth,31,1987,24,450,659,68.3,14087,10902,59,59,100,227,229,99.1,164,370,44.3,0,0,0,0,0,4,0,0,0,18/19
Héctor Bellerín,es ESP,DF,Arsenal,23,1995,17,794,958,82.9,11966,3670,425,474,89.7,299,357,83.8,43,62,69.4,5,2.2,2.5,2.8,8,38,25,7,88,18/19
Joe Bennett,eng ENG,DF,Cardiff City,28,1990,29.3,639,931,68.6,10057,5110,335,398,84.2,216,320,67.5,57,135,42.2,1,0.9,1.3,0.1,14,67,12,9,86,18/19
Ryan Bennett,eng ENG,DF,Wolves,28,1990,34,1090,1405,77.6,20169,6041,418,479,87.3,511,603,84.7,129,264,48.9,0,1,0.5,-1,9,100,2,0,92,18/19
Christian Benteke,be BEL,FW,Crystal Palace,27,1990,9,136,241,56.4,1910,316,83,137,60.6,35,62,56.5,8,12,66.7,1,0.8,0.4,0.2,9,10,3,0,13,18/19
Jóhann Berg Guðmundsson,is ISL,MF,Burnley,27,1990,19.5,397,620,64,6549,2207,217,267,81.3,110,168,65.5,53,128,41.4,6,4.3,3.6,1.7,37,24,20,12,39,18/19
Bernard,br BRA,FWMF,Everton,25,1992,23.5,625,864,72.3,9062,2659,353,417,84.7,192,280,68.6,37,75,49.3,3,2.3,2.9,0.7,40,36,37,10,89,18/19
Bernardo,br BRA,DF,Brighton,23,1995,19.5,729,1029,70.8,11231,4660,394,461,85.5,274,382,71.7,42,114,36.8,1,0.6,0.8,0.4,9,49,15,4,84,18/19
Ryan Bertrand,eng ENG,DF,Southampton,28,1989,24,786,1087,72.3,11587,5107,476,544,87.5,249,343,72.6,42,122,34.4,0,1.7,1.7,-1.7,22,68,26,9,94,18/19
Marcus Bettinelli,eng ENG,GK,Fulham,26,1992,7,160,246,65,5388,4615,24,24,100,62,63,98.4,74,156,47.4,0,0,0,0,0,4,0,0,0,18/19
Philip Billing,dk DEN,MF,Huddersfield,22,1996,24.3,909,1261,72.1,16703,4691,408,489,83.4,330,455,72.5,136,236,57.6,0,1.7,1.1,-1.7,22,69,16,9,101,18/19
Yves Bissouma,ml MLI,MF,Brighton,21,1996,19.7,588,730,80.5,8848,2018,338,384,88,194,234,82.9,38,66,57.6,0,1,0.9,-1,13,50,11,0,83,18/19
Willy Boly,ci CIV,DF,Wolves,27,1991,35.2,1392,1725,80.7,23974,9658,645,713,90.5,589,679,86.7,127,257,49.4,0,2.1,0.7,-2.1,11,107,5,0,136,18/19
Léo Bonatini,br BRA,FW,Wolves,24,1994,1.5,45,61,73.8,665,140,25,27,92.6,12,16,75,5,7,71.4,1,0.1,0.1,0.9,2,4,2,0,8,18/19
Gaëtan Bong,cm CMR,DF,Brighton,30,1988,20.1,603,888,67.9,9894,5036,291,338,86.1,259,378,68.5,39,117,33.3,0,0.5,0.6,-0.5,9,48,16,8,66,18/19
Artur Boruc,pl POL,GK,Bournemouth,38,1980,12,225,350,64.3,6974,5566,25,25,100,118,119,99.2,82,204,40.2,0,0,0,0,0,5,0,0,0,18/19
Robbie Brady,ie IRL,MF,Burnley,26,1992,8,157,288,54.5,2587,972,88,113,77.9,43,76,56.6,19,68,27.9,1,1.4,1.3,-0.4,13,19,10,4,19,18/19
Miguel Britos,uy URU,DF,Watford,33,1985,2.1,47,60,78.3,899,385,19,22,86.4,22,28,78.6,6,10,60,0,0,0,0,0,4,0,0,4,18/19
David Brooks,wls WAL,MFFW,Bournemouth,21,1997,25.1,640,899,71.2,9018,2783,407,499,81.6,166,240,69.2,38,68,55.9,5,5,3.9,0,30,55,37,2,95,18/19
Bruno,es ESP,DF,Brighton,37,1980,12.6,507,645,78.6,8805,4115,238,257,92.6,221,281,78.6,38,84,45.2,1,0.6,0.3,0.4,6,31,6,4,52,18/19
Joe Bryan,eng ENG,DFMF,Fulham,24,1993,26.1,915,1293,70.8,15199,6931,442,512,86.3,388,517,75,70,190,36.8,1,3.5,3.6,-2.5,24,79,22,15,118,18/19
David Button,eng ENG,GK,Brighton,29,1989,4,46,108,42.6,2017,1847,2,2,100,14,14,100,30,92,32.6,0,0,0,0,0,0,0,0,0,18/19
Willy Caballero,ar ARG,GK,Chelsea,36,1981,2,51,63,81,1450,966,6,6,100,26,26,100,19,31,61.3,0,0,0,0,0,0,0,0,0,18/19
Gary Cahill,eng ENG,DF,Chelsea,32,1985,0.3,16,18,88.9,248,156,7,7,100,9,11,81.8,0,0,,0,0,0,0,0,0,0,0,7,18/19
Tom Cairney,sct SCO,MFFW,Fulham,27,1991,24.4,1244,1408,88.4,19804,3901,645,693,93.1,449,496,90.5,94,137,68.6,1,2.6,3.1,-1.6,40,120,30,4,169,18/19
Dominic Calvert-Lewin,eng ENG,FW,Everton,21,1997,19.8,266,439,60.6,3212,570,162,235,68.9,49,98,50,16,24,66.7,2,1.4,1.1,0.6,12,23,7,1,31,18/19
Rafael Camacho,pt POR,DF,Liverpool,18,2000,0,0,0,,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,18/19
Víctor Camarasa,es ESP,MF,Cardiff City,24,1994,28.5,710,1017,69.8,12178,3357,343,419,81.9,227,300,75.7,100,197,50.8,4,3.8,4,0.2,50,63,21,6,77,18/19
Étienne Capoue,fr FRA,MF,Watford,30,1988,32.7,1480,1764,83.9,25515,7490,719,804,89.4,552,645,85.6,163,238,68.5,3,1,1,2,10,133,14,1,170,18/19
Andy Carroll,eng ENG,FW,West Ham,29,1989,5.1,83,137,60.6,1229,234,44,66,66.7,22,37,59.5,10,15,66.7,0,0.4,0.4,-0.4,4,9,0,0,9,18/19
Jonny Castro,es ESP,DFMF,Wolves,24,1994,30.8,1099,1405,78.2,14776,4550,692,777,89.1,308,398,77.4,43,92,46.7,1,1.6,1.3,-0.6,31,36,22,7,75,18/19
Craig Cathcart,nir NIR,DF,Watford,29,1989,34.4,1046,1288,81.2,19726,7449,387,432,89.6,499,559,89.3,131,248,52.8,0,0.2,0.4,-0.2,1,56,4,0,71,18/19
Ivan Cavaleiro,pt POR,FWMF,Wolves,24,1993,7.7,246,357,68.9,3400,811,142,173,82.1,53,89,59.6,22,40,55,1,1.5,1.4,-0.5,19,16,14,9,25,18/19
Petr Čech,cz CZE,GK,Arsenal,36,1982,6.5,198,270,73.3,5622,3871,22,23,95.7,117,120,97.5,59,127,46.5,0,0,0,0,0,0,0,0,0,18/19
Nathaniel Chalobah,eng ENG,MF,Watford,23,1994,3,85,115,73.9,1251,460,47,56,83.9,30,37,81.1,4,9,44.4,0,0.3,0.1,-0.3,1,7,1,1,8,18/19
Calum Chambers,eng ENG,MFDF,Fulham,23,1995,28.8,1175,1509,77.9,20289,6779,580,661,87.7,444,533,83.3,121,238,50.8,0,0.9,0.8,-0.9,16,114,14,0,158,18/19
Ben Chilwell,eng ENG,DF,Leicester City,21,1996,36,1544,2217,69.6,22887,7782,886,1029,86.1,533,796,67,71,238,29.8,4,2.9,2.8,1.1,45,111,34,11,146,18/19
Tahith Chong,nl NED,FW,Manchester Utd,18,1999,0.4,12,15,80,228,54,5,5,100,6,8,75,1,1,100,0,0,0,0,0,1,2,0,5,18/19
Hamza Choudhury,eng ENG,MF,Leicester City,20,1997,6.6,205,244,84,3402,757,95,112,84.8,89,93,95.7,15,23,65.2,0,0.4,0.2,-0.4,5,23,2,1,21,18/19
Andreas Christensen,dk DEN,DF,Chelsea,22,1996,6.9,426,459,92.8,7419,2566,165,172,95.9,231,248,93.1,20,24,83.3,0,0,0.1,0,0,20,0,0,35,18/19
Cyrus Christie,ie IRL,DFMF,Fulham,25,1992,21.6,870,1210,71.9,13877,4803,441,502,87.8,369,497,74.2,44,142,31,1,1.2,1.6,-0.2,17,46,23,14,81,18/19
Ibrahima Cissé,gn GUI,MF,Fulham,24,1994,1,29,34,85.3,394,158,19,21,90.5,9,11,81.8,1,2,50,0,0,0,0,0,2,0,0,3,18/19
Ciaran Clark,ie IRL,DF,Newcastle Utd,28,1989,9.5,231,310,74.5,4123,1550,92,108,85.2,110,132,83.3,24,58,41.4,0,0.1,0,-0.1,2,14,1,0,15,18/19
Tom Cleverley,eng ENG,MF,Watford,28,1989,5.3,175,225,77.8,2550,719,92,111,82.9,53,65,81.5,15,24,62.5,0,0.1,0.2,-0.1,1,18,4,1,17,18/19
Nathaniel Clyne,eng ENG,DF,Bournemouth,27,1991,12.7,451,595,75.8,6389,2723,286,324,88.3,133,180,73.9,20,53,37.7,1,0.1,0.8,0.9,4,22,9,3,39,18/19
Nathaniel Clyne,eng ENG,DF,Liverpool,27,1991,1.2,67,85,78.8,904,309,41,46,89.1,22,30,73.3,0,3,0,0,0,0,0,0,4,1,0,4,18/19
Conor Coady,eng ENG,DF,Wolves,25,1993,38,1427,1700,83.9,34672,14783,264,287,92,773,838,92.2,374,546,68.5,0,0,0.4,0,1,104,5,0,78,18/19
Joel Coleman,eng ENG,GK,Huddersfield,22,1995,1,14,37,37.8,546,451,2,2,100,3,3,100,8,31,25.8,0,0,0,0,0,1,0,0,0,18/19
Séamus Coleman,ie IRL,DF,Everton,29,1988,28.4,1228,1611,76.2,17626,7326,740,831,89,374,511,73.2,58,153,37.9,2,3.6,2.4,-1.6,23,80,23,14,125,18/19
Lewis Cook,eng ENG,MF,Bournemouth,21,1997,8,329,407,80.8,5864,1568,146,166,88,144,168,85.7,33,52,63.5,0,0.1,0.3,-0.1,2,27,6,0,48,18/19
Steve Cook,eng ENG,DF,Bournemouth,27,1991,31,1243,1610,77.2,25493,10420,359,416,86.3,712,846,84.2,163,317,51.4,1,0.9,0.7,0.1,11,85,7,2,106,18/19
Jack Cork,eng ENG,MF,Burnley,29,1989,36.8,1083,1348,80.3,17655,3998,537,619,86.8,378,458,82.5,104,169,61.5,2,2.2,1.6,-0.2,18,105,18,3,99,18/19
Hélder Costa,ao ANG,FWMF,Wolves,24,1994,14.9,364,493,73.8,4817,914,217,252,86.1,107,143,74.8,13,33,39.4,2,2.2,1.1,-0.2,17,16,16,1,37,18/19
Aaron Cresswell,eng ENG,DF,West Ham,28,1989,17.7,848,1082,78.4,12647,5043,484,545,88.8,279,345,80.9,48,106,45.3,1,1.1,1.4,-0.1,17,60,19,8,94,18/19
Peter Crouch,eng ENG,FW,Burnley,37,1981,1,11,29,37.9,102,55,9,19,47.4,1,5,20,0,0,,0,0,0.1,0,0,1,2,0,4,18/19
Greg Cunningham,ie IRL,DF,Cardiff City,27,1991,7,157,220,71.4,2545,1152,79,96,82.3,58,76,76.3,14,32,43.8,0,0.2,0.2,-0.2,5,17,6,2,24,18/19
Diogo Dalot,pt POR,DFFW,Manchester Utd,19,1999,11.3,389,560,69.5,6025,2079,192,231,83.1,144,210,68.6,26,56,46.4,2,2.3,2,-0.3,17,22,14,7,31,18/19
Matty Daly,eng ENG,MF,Huddersfield,17,2001,0.8,7,13,53.8,57,11,6,8,75,0,2,0,0,0,,0,0,0,0,0,0,0,0,1,18/19
Loïc Damour,fr FRA,MF,Cardiff City,27,1991,0.3,8,12,66.7,220,22,2,2,100,3,5,60,3,3,100,0,0,0,0,0,1,0,0,1,18/19
Charlie Daniels,eng ENG,DF,Bournemouth,31,1986,17.6,799,1024,78,12370,5043,455,516,88.2,262,333,78.7,61,120,50.8,0,0.6,1.1,-0.6,11,67,21,8,83,18/19
Danilo,br BRA,DF,Manchester City,27,1991,9,762,880,86.6,12118,2475,396,422,93.8,310,352,88.1,43,69,62.3,0,0.2,0.7,-0.2,4,76,8,2,77,18/19
Scott Dann,eng ENG,DF,Crystal Palace,31,1987,7.4,193,268,72,3640,1724,73,82,89,97,122,79.5,20,50,40,1,0.7,0.1,0.3,2,10,0,0,11,18/19
Matteo Darmian,it ITA,DF,Manchester Utd,28,1989,4.9,180,212,84.9,2661,1189,107,110,97.3,57,68,83.8,9,20,45,0,0.1,0.3,-0.1,2,15,2,1,20,18/19
Ben Davies,wls WAL,DF,Tottenham,25,1993,20.5,1065,1320,80.7,16101,6057,602,674,89.3,375,454,82.6,60,122,49.2,0,2.1,1.5,-2.1,15,70,19,8,101,18/19
Tom Davies,eng ENG,MF,Everton,20,1998,10.9,406,515,78.8,6619,1661,210,243,86.4,133,165,80.6,42,63,66.7,0,0.5,0.5,-0.5,5,47,9,0,55,18/19
Steven Davis,nir NIR,MF,Southampton,33,1985,1.1,65,69,94.2,1214,435,30,32,93.8,25,26,96.2,9,10,90,1,0.5,0.5,0.5,3,11,3,1,7,18/19
Kevin De Bruyne,be BEL,MF,Manchester City,27,1991,10.8,635,834,76.1,10980,3097,297,334,88.9,240,294,81.6,73,135,54.1,2,5.7,3.3,-3.7,36,67,44,7,109,18/19
Troy Deeney,eng ENG,FW,Watford,30,1988,28.3,508,858,59.2,6179,2233,313,456,68.6,116,211,55,19,52,36.5,5,4.6,2.7,0.4,43,56,37,2,87,18/19
Jermain Defoe,eng ENG,FW,Bournemouth,35,1982,0.3,1,3,33.3,25,0,0,2,0,1,1,100,0,0,,0,0,0,0,0,0,0,0,0,18/19
Steven Defour,be BEL,MF,Burnley,30,1988,5,203,255,79.6,3685,989,79,89,88.8,88,102,86.3,26,46,56.5,0,0.1,0.2,-0.1,2,21,3,0,23,18/19
Fabian Delph,eng ENG,DF,Manchester City,28,1989,8.1,700,766,91.4,10170,2319,425,436,97.5,210,231,90.9,42,58,72.4,1,0.3,0.5,0.7,3,67,11,1,59,18/19
Mousa Dembélé,be BEL,MF,Tottenham,31,1987,5.7,277,309,89.6,4098,936,150,165,90.9,108,119,90.8,11,12,91.7,0,0,0.1,0,0,16,1,0,16,18/19
Leander Dendoncker,be BEL,MF,Wolves,23,1995,16.3,484,615,78.7,6802,1544,266,306,86.9,155,192,80.7,24,34,70.6,0,1.2,0.9,-1.2,7,26,4,1,44,18/19
Laurent Depoitre,be BEL,FW,Huddersfield,29,1988,11.9,164,278,59,1924,384,116,177,65.5,29,60,48.3,5,7,71.4,1,0.7,0.4,0.3,9,14,2,0,20,18/19
Gerard Deulofeu,es ESP,FWMF,Watford,24,1994,23,568,793,71.6,7572,1800,347,419,82.8,160,220,72.7,18,48,37.5,5,4.1,4.3,0.9,30,39,37,3,67,18/19
Fousseni Diabaté,ml MLI,FW,Leicester City,22,1995,0.6,9,16,56.3,135,32,4,8,50,3,4,75,1,1,100,0,0.1,0,-0.1,1,0,1,1,0,18/19
Adama Diakhaby,fr FRA,FWMF,Huddersfield,22,1996,6.1,114,162,70.4,1546,227,72,93,77.4,36,46,78.3,2,8,25,0,0.5,0.4,-0.5,5,3,3,1,5,18/19
