Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls_90,Ast_90,G+A_90,G-PK_90,G+A-PK_90,xG_90,xAG_90,xG+xAG_90,npxG_90,npxG+xAG_90,season
Diafra Sakho,sn SEN,FW,West Ham,27,1989,14,0,306,3.4,2,0,2,2,0,0,2,0,1.4,1.4,0.1,1.5,4,6,22,0.59,0,0.59,0.59,0.59,0.42,0.02,0.43,0.42,0.43,17/18
Mamadou Sakho,fr FRA,DF,Crystal Palace,27,1990,19,18,1600,17.8,1,2,3,1,0,0,1,0,1.2,1.2,1.1,2.3,4,43,3,0.06,0.11,0.17,0.06,0.17,0.07,0.06,0.13,0.07,0.13,17/18
Bakary Sako,ml MLI,FWMF,Crystal Palace,29,1988,16,4,478,5.3,3,0,3,3,0,0,0,0,1.9,1.9,1.1,3,20,8,43,0.56,0,0.56,0.56,0.56,0.36,0.2,0.56,0.36,0.56,17/18
Mohamed Salah,eg EGY,FW,Liverpool,25,1992,36,34,2907,32.3,32,10,42,31,1,2,1,0,24.1,22.6,7.5,30.1,95,97,393,0.99,0.31,1.3,0.96,1.27,0.75,0.23,0.98,0.7,0.93,17/18
Renato Sanches,pt POR,MF,Swansea City,19,1997,12,9,702,7.8,0,0,0,0,0,0,1,0,0.5,0.5,0.3,0.8,32,45,33,0,0,0,0,0,0.06,0.04,0.1,0.06,0.1,17/18
Alexis Sánchez,cl CHI,MFFW,Arsenal,28,1988,19,17,1503,16.7,7,3,10,6,1,1,4,0,8.1,7.3,4.9,12.2,50,149,218,0.42,0.18,0.6,0.36,0.54,0.49,0.29,0.78,0.44,0.73,17/18
Alexis Sánchez,cl CHI,FWMF,Manchester Utd,28,1988,12,12,1043,11.6,2,3,5,2,0,1,1,0,2.7,1.8,2.4,4.3,29,70,102,0.17,0.26,0.43,0.17,0.43,0.23,0.21,0.44,0.16,0.37,17/18
Davinson Sánchez,co COL,DF,Tottenham,21,1996,31,29,2534,28.2,0,0,0,0,0,0,1,1,0.5,0.5,0.1,0.7,8,82,2,0,0,0,0,0,0.02,0,0.02,0.02,0.02,17/18
Leroy Sané,de GER,FW,Manchester City,21,1996,32,27,2419,26.9,10,15,25,10,0,0,4,0,5.8,5.8,6.8,12.5,102,68,416,0.37,0.56,0.93,0.37,0.93,0.21,0.25,0.47,0.21,0.47,17/18
Ezequiel Schelotto,it ITA,DF,Brighton,28,1989,20,15,1318,14.6,0,0,0,0,0,0,3,0,0.2,0.2,0.6,0.8,37,48,53,0,0,0,0,0,0.02,0.04,0.06,0.02,0.06,17/18
Christopher Schindler,de GER,DF,Huddersfield,27,1990,37,37,3265,36.3,0,1,1,0,0,0,7,2,1.1,1.1,2.3,3.4,11,80,6,0,0.03,0.03,0,0.03,0.03,0.06,0.09,0.03,0.09,17/18
Jeffrey Schlupp,gh GHA,DFMF,Crystal Palace,24,1992,24,21,1745,19.4,0,1,1,0,0,0,3,0,1.2,1.2,1,2.2,32,74,51,0,0.05,0.05,0,0.05,0.06,0.05,0.12,0.06,0.12,17/18
Kasper Schmeichel,dk DEN,GK,Leicester City,30,1986,33,33,2965,32.9,0,0,0,0,0,0,3,0,0,0,0.1,0.1,0,6,0,0,0,0,0,0,0,0,0,0,0,17/18
Morgan Schneiderlin,fr FRA,MF,Everton,27,1989,30,24,2130,23.7,0,0,0,0,0,0,5,2,0.4,0.4,0.2,0.6,15,106,8,0,0,0,0,0,0.02,0.01,0.03,0.02,0.03,17/18
Xherdan Shaqiri,ch SUI,MFFW,Stoke City,25,1991,36,36,3039,33.8,8,7,15,8,0,1,5,0,5,4.2,7.1,11.3,81,161,183,0.24,0.21,0.44,0.24,0.44,0.15,0.21,0.36,0.12,0.33,17/18
Luke Shaw,eng ENG,DF,Manchester Utd,22,1995,11,8,790,8.8,0,0,0,0,0,0,2,0,0.4,0.4,0.4,0.8,34,48,35,0,0,0,0,0,0.05,0.04,0.09,0.05,0.09,17/18
Ryan Shawcross,eng ENG,DF,Stoke City,29,1987,27,27,2371,26.3,1,1,2,1,0,0,2,0,2.5,2.5,0.3,2.8,5,46,9,0.04,0.04,0.08,0.04,0.08,0.09,0.01,0.11,0.09,0.11,17/18
Jonjo Shelvey,eng ENG,MF,Newcastle Utd,25,1992,30,25,2270,25.2,1,3,4,1,0,0,3,3,2.4,2.4,2.5,4.9,31,183,23,0.04,0.12,0.16,0.04,0.16,0.09,0.1,0.19,0.09,0.19,17/18
Gylfi Sigurðsson,is ISL,MFFW,Everton,27,1989,27,25,2259,25.1,4,3,7,4,0,0,2,0,3,3,3.9,6.9,29,77,110,0.16,0.12,0.28,0.16,0.28,0.12,0.16,0.28,0.12,0.28,17/18
Adrien Silva,pt POR,MF,Leicester City,28,1989,12,9,761,8.5,0,1,1,0,0,0,3,0,0.3,0.3,0.8,1.1,12,55,15,0,0.12,0.12,0,0.12,0.04,0.1,0.14,0.04,0.14,17/18
Bernardo Silva,pt POR,FWMF,Manchester City,22,1994,35,15,1533,17,6,4,10,6,0,0,0,0,3.8,3.5,2.8,6.3,80,80,218,0.35,0.23,0.59,0.35,0.59,0.22,0.16,0.39,0.2,0.37,17/18
David Silva,es ESP,MF,Manchester City,31,1986,29,28,2430,27,9,11,20,9,0,0,5,0,7.2,7.2,8.4,15.6,158,337,247,0.33,0.41,0.74,0.33,0.74,0.27,0.31,0.58,0.27,0.58,17/18
Danny Simpson,eng ENG,DF,Leicester City,30,1987,28,27,2306,25.6,0,0,0,0,0,0,4,0,0.2,0.2,0.1,0.3,11,54,47,0,0,0,0,0,0.01,0.01,0.01,0.01,0.01,17/18
Jack Simpson,eng ENG,DF,Bournemouth,20,1996,1,1,71,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17/18
Josh Sims,eng ENG,FWMF,Southampton,20,1997,6,1,163,1.8,0,0,0,0,0,0,0,0,0.6,0.6,0.1,0.7,10,4,17,0,0,0,0,0,0.34,0.07,0.41,0.34,0.41,17/18
Jerome Sinclair,eng ENG,MFFW,Watford,20,1996,4,0,31,0.3,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0.13,0.13,0,0.13,17/18
Moussa Sissoko,fr FRA,MFFW,Tottenham,27,1989,32,15,1386,15.4,1,1,2,1,0,0,3,0,2.2,2.2,2.2,4.4,50,85,102,0.06,0.06,0.13,0.06,0.13,0.14,0.14,0.28,0.14,0.28,17/18
Islam Slimani,dz ALG,FW,Leicester City,29,1988,12,2,249,2.8,1,1,2,1,0,0,0,0,1.5,1.5,0.2,1.7,5,7,25,0.36,0.36,0.72,0.36,0.72,0.55,0.07,0.63,0.55,0.63,17/18
Islam Slimani,dz ALG,FW,Newcastle Utd,29,1988,4,1,132,1.5,0,0,0,0,0,0,1,0,0,0,0.4,0.4,3,2,19,0,0,0,0,0,0,0.28,0.28,0,0.28,17/18
Chris Smalling,eng ENG,DF,Manchester Utd,27,1989,29,28,2536,28.2,4,0,4,4,0,0,4,0,1.7,1.7,0.2,2,5,37,8,0.14,0,0.14,0.14,0.14,0.06,0.01,0.07,0.06,0.07,17/18
Adam Smith,eng ENG,DFMF,Bournemouth,26,1991,27,22,2071,23,1,3,4,1,0,0,6,0,0.5,0.5,1.6,2.1,56,90,99,0.04,0.13,0.17,0.04,0.17,0.02,0.07,0.09,0.02,0.09,17/18
Tommy Smith,eng ENG,DF,Huddersfield,25,1992,24,21,1904,21.2,0,1,1,0,0,0,7,0,0.2,0.2,1.8,2,36,56,86,0,0.05,0.05,0,0.05,0.01,0.09,0.09,0.01,0.09,17/18
Cédric Soares,pt POR,DF,Southampton,25,1991,32,32,2794,31,0,3,3,0,0,0,3,0,0.7,0.7,3.1,3.9,52,139,151,0,0.1,0.1,0,0.1,0.02,0.1,0.12,0.02,0.12,17/18
Ramadan Sobhi,eg EGY,MFFW,Stoke City,20,1997,24,12,1238,13.8,2,0,2,2,0,0,2,0,1.2,1.2,1,2.2,58,38,102,0.15,0,0.15,0.15,0.15,0.09,0.07,0.16,0.09,0.16,17/18
Dominic Solanke,eng ENG,FW,Liverpool,19,1997,21,5,596,6.6,1,1,2,1,0,0,0,0,3.5,3.5,2.6,6.1,15,15,48,0.15,0.15,0.3,0.15,0.3,0.53,0.4,0.92,0.53,0.92,17/18
Pape Souaré,sn SEN,DF,Crystal Palace,27,1990,1,0,9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17/18
Julián Speroni,ar ARG,GK,Crystal Palace,38,1979,11,11,990,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17/18
Kostas Stafylidis,gr GRE,DFMF,Stoke City,23,1993,5,4,335,3.7,0,0,0,0,0,0,0,0,0.1,0.1,0,0.2,3,8,3,0,0,0,0,0,0.03,0.01,0.05,0.03,0.05,17/18
Junior Stanislas,eng ENG,MFFW,Bournemouth,27,1989,19,17,1286,14.3,5,2,7,4,1,1,1,0,3.9,3.1,1.9,5,36,63,100,0.35,0.14,0.49,0.28,0.42,0.27,0.13,0.4,0.22,0.35,17/18
Dale Stephens,eng ENG,MF,Brighton,28,1989,36,36,3240,36,0,3,3,0,0,0,6,0,1.2,1.2,2.3,3.5,31,191,13,0,0.08,0.08,0,0.08,0.03,0.06,0.1,0.03,0.1,17/18
Jack Stephens,eng ENG,DF,Southampton,23,1994,22,22,1980,22,2,0,2,2,0,0,6,1,1.3,1.3,0.2,1.6,24,45,14,0.09,0,0.09,0.09,0.09,0.06,0.01,0.07,0.06,0.07,17/18
Raheem Sterling,eng ENG,FW,Manchester City,22,1994,33,29,2587,28.7,18,11,29,17,1,1,4,2,16.2,15.3,7.3,22.6,116,94,410,0.63,0.38,1.01,0.59,0.97,0.56,0.25,0.82,0.53,0.79,17/18
John Stones,eng ENG,DF,Manchester City,23,1994,18,16,1302,14.5,0,0,0,0,0,0,0,0,0.8,0.8,0,0.8,11,71,7,0,0,0,0,0,0.05,0,0.05,0.05,0.05,17/18
Daniel Sturridge,eng ENG,FW,West Brom,27,1989,6,2,118,1.3,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.4,3,6,8,0,0,0,0,0,0.1,0.17,0.27,0.1,0.27,17/18
Daniel Sturridge,eng ENG,FW,Liverpool,27,1989,9,5,431,4.8,2,1,3,2,0,0,0,0,2.3,2.3,0.8,3.2,11,16,53,0.42,0.21,0.63,0.42,0.63,0.49,0.17,0.66,0.49,0.66,17/18
Ki Sung-yueng,kr KOR,MF,Swansea City,28,1989,25,21,1868,20.8,2,2,4,2,0,0,2,0,0.9,0.9,1.5,2.4,17,64,30,0.1,0.1,0.19,0.1,0.19,0.05,0.07,0.12,0.05,0.12,17/18
Andrew Surman,eng ENG,MF,Bournemouth,30,1986,25,20,1856,20.6,2,5,7,2,0,0,2,0,1.2,1.2,1,2.2,10,134,14,0.1,0.24,0.34,0.1,0.34,0.06,0.05,0.11,0.06,0.11,17/18
Markus Suttner,at AUT,DF,Brighton,30,1987,14,13,1179,13.1,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.4,17,56,32,0,0,0,0,0,0.01,0.02,0.03,0.01,0.03,17/18
Lasse Sørensen,dk DEN,MF,Stoke City,17,1999,1,1,75,0.8,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,2,0,0,0,0,0,0,0,0.18,0.18,0,0.18,17/18
Alexander Sørloth,no NOR,FW,Crystal Palace,21,1995,4,4,360,4,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1,13,7,24,0,0,0,0,0,0.13,0.12,0.25,0.13,0.25,17/18
Dušan Tadić,rs SRB,MFFW,Southampton,28,1988,36,34,2791,31,6,3,9,5,1,1,4,0,5.8,5,5.7,10.7,113,167,312,0.19,0.1,0.29,0.16,0.26,0.19,0.18,0.37,0.16,0.35,17/18
Matt Targett,eng ENG,DF,Southampton,21,1995,2,2,166,1.8,0,0,0,0,0,0,0,0,0,0,0.1,0.1,2,5,6,0,0,0,0,0,0,0.06,0.06,0,0.06,17/18
James Tarkowski,eng ENG,DF,Burnley,24,1992,31,31,2790,31,0,0,0,0,0,0,5,0,1.4,1.4,0.8,2.2,5,59,8,0,0,0,0,0,0.05,0.03,0.07,0.05,0.07,17/18
Charlie Taylor,eng ENG,DF,Burnley,23,1993,11,10,950,10.6,0,0,0,0,0,0,3,0,0,0,0.2,0.2,19,23,21,0,0,0,0,0,0,0.02,0.02,0,0.02,17/18
James Tomkins,eng ENG,DF,Crystal Palace,28,1989,28,27,2387,26.5,3,0,3,3,0,0,8,0,2.2,2.2,0.1,2.3,6,45,3,0.11,0,0.11,0.11,0.11,0.08,0,0.09,0.08,0.09,17/18
Cenk Tosun,tr TUR,FW,Everton,26,1991,14,12,986,11,5,0,5,5,0,0,0,0,2.8,2.8,1.4,4.2,9,9,69,0.46,0,0.46,0.46,0.46,0.25,0.13,0.38,0.25,0.38,17/18
Yaya Touré,ci CIV,MF,Manchester City,34,1983,10,1,236,2.6,0,2,2,0,0,0,1,0,0.4,0.4,0.9,1.3,20,50,4,0,0.76,0.76,0,0.76,0.14,0.35,0.49,0.14,0.49,17/18
Andros Townsend,eng ENG,FWMF,Crystal Palace,26,1991,36,35,3120,34.7,2,7,9,2,0,0,3,0,3,3,7.2,10.2,161,104,249,0.06,0.2,0.26,0.06,0.26,0.09,0.21,0.3,0.09,0.3,17/18
Kieran Trippier,eng ENG,DF,Tottenham,26,1990,24,21,1914,21.3,0,5,5,0,0,0,1,0,0.4,0.4,4.2,4.6,37,114,195,0,0.24,0.24,0,0.24,0.02,0.2,0.22,0.02,0.22,17/18
Axel Tuanzebe,eng ENG,FW,Manchester Utd,19,1997,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17/18
Josh Tymon,eng ENG,DF,Stoke City,18,1999,3,2,163,1.8,0,0,0,0,0,0,0,0,0,0,0,0,3,6,2,0,0,0,0,0,0,0,0,0,0,17/18
Leonardo Ulloa,ar ARG,FW,Leicester City,31,1986,4,0,22,0.2,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.4,1,2,2,0,0,0,0,0,0.31,1.38,1.69,0.31,1.69,17/18
Leonardo Ulloa,ar ARG,FW,Brighton,31,1986,10,2,267,3,1,0,1,1,0,0,0,0,0.7,0.7,0.2,1,1,15,16,0.34,0,0.34,0.34,0.34,0.25,0.08,0.33,0.25,0.33,17/18
Antonio Valencia,ec ECU,DF,Manchester Utd,31,1985,31,31,2740,30.4,3,1,4,3,0,0,7,0,0.5,0.5,1.2,1.7,103,84,152,0.1,0.03,0.13,0.1,0.13,0.02,0.04,0.06,0.02,0.06,17/18
Virgil van Dijk,nl NED,DF,Southampton,26,1991,12,11,994,11,0,0,0,0,0,0,0,0,0.9,0.9,1,2,17,42,8,0,0,0,0,0,0.08,0.09,0.18,0.08,0.18,17/18
Virgil van Dijk,nl NED,DF,Liverpool,26,1991,14,14,1260,14,0,0,0,0,0,0,1,0,1.2,1.2,1.2,2.3,11,82,6,0,0,0,0,0,0.08,0.08,0.16,0.08,0.16,17/18
Jamie Vardy,eng ENG,FW,Leicester City,30,1987,37,37,3247,36.1,20,1,21,15,5,6,3,0,16.1,11.3,3,14.3,51,31,211,0.55,0.03,0.58,0.42,0.44,0.45,0.08,0.53,0.31,0.4,17/18
Jan Vertonghen,be BEL,DF,Tottenham,30,1987,36,36,3203,35.6,0,0,0,0,0,0,4,0,1,1,0.8,1.7,68,243,29,0,0,0,0,0,0.03,0.02,0.05,0.03,0.05,17/18
Nikola Vlašić,hr CRO,MFFW,Everton,19,1997,12,7,576,6.4,0,0,0,0,0,0,0,0,0.3,0.3,0.8,1.1,22,16,49,0,0,0,0,0,0.04,0.12,0.16,0.04,0.16,17/18
Sam Vokes,wls WAL,FW,Burnley,27,1989,30,7,998,11.1,4,1,5,4,0,0,3,0,2.8,2.8,1.3,4.2,3,17,62,0.36,0.09,0.45,0.36,0.45,0.25,0.12,0.38,0.25,0.38,17/18
Michel Vorm,nl NED,GK,Tottenham,33,1983,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17/18
Molla Wagué,ml MLI,DF,Watford,26,1991,6,5,438,4.9,1,0,1,1,0,0,0,0,0.4,0.4,0,0.4,0,6,0,0.21,0,0.21,0.21,0.21,0.08,0,0.08,0.08,0.08,17/18
Theo Walcott,eng ENG,FWMF,Arsenal,28,1989,6,0,69,0.8,0,0,0,0,0,0,0,0,0,0,0,0,3,2,9,0,0,0,0,0,0,0,0,0,0,17/18
Theo Walcott,eng ENG,FW,Everton,28,1989,14,13,1152,12.8,3,3,6,3,0,0,2,0,2.5,2.5,2.4,4.8,35,33,99,0.23,0.23,0.47,0.23,0.47,0.19,0.18,0.38,0.19,0.38,17/18
Kyle Walker,eng ENG,DF,Manchester City,27,1990,32,32,2785,30.9,0,6,6,0,0,0,3,2,0.6,0.6,4.6,5.3,105,221,190,0,0.19,0.19,0,0.19,0.02,0.15,0.17,0.02,0.17,17/18
Kyle Walker-Peters,eng ENG,DF,Tottenham,20,1997,3,2,189,2.1,0,2,2,0,0,0,0,0,0,0,1.2,1.2,8,8,21,0,0.95,0.95,0,0.95,0,0.59,0.59,0,0.59,17/18
Jonathan Walters,ie IRL,FW,Burnley,33,1983,3,0,39,0.4,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,0,1,6,0,0,0,0,0,0.44,0,0.44,0.44,0.44,17/18
Aaron Wan-Bissaka,eng ENG,DF,Crystal Palace,19,1997,7,7,627,7,0,0,0,0,0,0,1,0,0,0,0.2,0.2,22,23,14,0,0,0,0,0,0,0.03,0.03,0,0.03,17/18
Victor Wanyama,ke KEN,MF,Tottenham,26,1991,18,8,846,9.4,1,0,1,1,0,0,2,0,0.5,0.5,0.2,0.7,23,65,14,0.11,0,0.11,0.11,0.11,0.05,0.02,0.07,0.05,0.07,17/18
Joel Ward,eng ENG,DF,Crystal Palace,27,1989,19,19,1613,17.9,0,1,1,0,0,0,4,0,0.2,0.2,0.9,1.1,15,79,50,0,0.06,0.06,0,0.06,0.01,0.05,0.06,0.01,0.06,17/18
Stephen Ward,ie IRL,DF,Burnley,31,1985,28,28,2460,27.3,1,1,2,1,0,0,1,0,0.3,0.3,1.4,1.8,47,87,91,0.04,0.04,0.07,0.04,0.07,0.01,0.05,0.07,0.01,0.07,17/18
James Ward-Prowse,eng ENG,FWMF,Southampton,22,1994,30,20,1716,19.1,3,3,6,3,0,0,3,0,2.2,2.2,2.8,5,9,66,102,0.16,0.16,0.31,0.16,0.31,0.11,0.15,0.26,0.11,0.26,17/18
Ben Watson,eng ENG,MF,Watford,32,1985,8,6,456,5.1,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.2,1,24,5,0,0,0,0,0,0.01,0.04,0.05,0.01,0.05,17/18
Danny Welbeck,eng ENG,FWMF,Arsenal,26,1990,28,12,1194,13.3,5,2,7,5,0,0,1,0,5.5,5.5,1.4,7,30,23,117,0.38,0.15,0.53,0.38,0.53,0.42,0.11,0.52,0.42,0.52,17/18
Nahki Wells,bm BER,FWMF,Burnley,27,1990,9,0,55,0.6,0,0,0,0,0,0,0,0,0.6,0.6,0,0.6,2,1,5,0,0,0,0,0,0.95,0,0.95,0.95,0.95,17/18
Ashley Westwood,eng ENG,MF,Burnley,27,1990,19,12,1111,12.3,0,1,1,0,0,0,2,0,0.6,0.6,1,1.6,8,69,6,0,0.08,0.08,0,0.08,0.05,0.08,0.13,0.05,0.13,17/18
Dean Whitehead,eng ENG,MF,Huddersfield,35,1982,4,0,71,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17/18
Georginio Wijnaldum,nl NED,MF,Liverpool,26,1990,33,27,2387,26.5,1,2,3,1,0,0,1,0,2.8,2.8,1.2,4,49,116,84,0.04,0.08,0.11,0.04,0.11,0.11,0.05,0.15,0.11,0.15,17/18
Ashley Williams,wls WAL,DF,Everton,32,1984,24,20,1834,20.4,1,0,1,1,0,0,3,1,0.8,0.8,0.3,1.2,2,39,1,0.05,0,0.05,0.05,0.05,0.04,0.02,0.06,0.04,0.06,17/18
Danny Williams,us USA,MF,Huddersfield,28,1989,20,11,1124,12.5,0,0,0,0,0,0,2,0,0.4,0.4,0.2,0.6,17,27,16,0,0,0,0,0,0.03,0.02,0.05,0.03,0.05,17/18
Willian,br BRA,MFFW,Chelsea,28,1988,36,20,1890,21,6,7,13,5,1,1,1,0,5.5,4.7,5.3,10,108,131,210,0.29,0.33,0.62,0.24,0.57,0.26,0.25,0.51,0.22,0.48,17/18
Joe Willock,eng ENG,MF,Arsenal,17,1999,2,1,82,0.9,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,1,1,3,0,0,0,0,0,0.09,0,0.09,0.09,0.09,17/18
Jack Wilshere,eng ENG,MF,Arsenal,25,1992,20,12,1193,13.3,1,3,4,1,0,0,6,0,1.1,1.1,2.6,3.7,62,108,39,0.08,0.23,0.3,0.08,0.3,0.08,0.19,0.28,0.08,0.28,17/18
Callum Wilson,eng ENG,FW,Bournemouth,25,1992,28,23,1981,22,8,2,10,8,0,0,0,0,7.6,7.6,1.5,9.1,34,39,170,0.36,0.09,0.45,0.36,0.45,0.34,0.07,0.41,0.34,0.41,17/18
Kevin Wimmer,at AUT,DF,Stoke City,24,1992,17,14,1323,14.7,0,0,0,0,0,0,5,0,0.1,0.1,0.2,0.3,3,40,1,0,0,0,0,0,0,0.01,0.02,0,0.02,17/18
Harry Winks,eng ENG,MF,Tottenham,21,1996,16,9,774,8.6,0,1,1,0,0,0,0,0,0.1,0.1,0.5,0.6,14,69,17,0,0.12,0.12,0,0.12,0.01,0.06,0.07,0.01,0.07,17/18
Chris Wood,nz NZL,FW,Burnley,25,1991,24,20,1624,18,10,1,11,10,0,0,1,0,7,7,0.6,7.6,15,16,117,0.55,0.06,0.61,0.55,0.61,0.39,0.03,0.42,0.39,0.42,17/18
Ben Woodburn,wls WAL,FW,Liverpool,17,1999,1,0,7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,17/18
Granit Xhaka,ch SUI,MF,Arsenal,24,1992,38,37,3260,36.2,1,7,8,1,0,0,10,0,2.4,2.4,3.4,5.8,67,424,64,0.03,0.19,0.22,0.03,0.22,0.07,0.09,0.16,0.07,0.16,17/18
Claudio Yacob,ar ARG,MF,West Brom,30,1987,16,9,903,10,0,0,0,0,0,0,5,0,0.5,0.5,0,0.5,2,28,3,0,0,0,0,0,0.05,0,0.05,0.05,0.05,17/18
DeAndre Yedlin,us USA,DF,Newcastle Utd,24,1993,34,31,2845,31.6,0,2,2,0,0,0,5,0,0.2,0.2,2,2.2,44,74,128,0,0.06,0.06,0,0.06,0,0.06,0.07,0,0.07,17/18
Maya Yoshida,jp JPN,DF,Southampton,28,1988,24,23,2051,22.8,2,0,2,2,0,0,3,2,2,2,0.4,2.4,7,58,6,0.09,0,0.09,0.09,0.09,0.09,0.02,0.11,0.09,0.11,17/18
Ashley Young,eng ENG,DF,Manchester Utd,32,1985,30,28,2442,27.1,2,4,6,2,0,0,7,0,0.8,0.8,3.6,4.4,90,103,113,0.07,0.15,0.22,0.07,0.22,0.03,0.13,0.16,0.03,0.16,17/18
Pablo Zabaleta,ar ARG,DFMF,West Ham,32,1985,37,37,3289,36.5,0,1,1,0,0,0,9,0,0.4,0.4,0.9,1.3,26,145,95,0,0.03,0.03,0,0.03,0.01,0.03,0.04,0.01,0.04,17/18
Wilfried Zaha,ci CIV,FWMF,Crystal Palace,24,1992,29,28,2549,28.3,9,3,12,9,0,0,5,0,9.2,9.2,4.7,13.9,173,96,283,0.32,0.11,0.42,0.32,0.42,0.33,0.17,0.49,0.33,0.49,17/18
Davide Zappacosta,it ITA,DFMF,Chelsea,25,1992,22,12,1098,12.2,1,1,2,1,0,0,0,0,1.4,1.4,1.3,2.7,64,22,124,0.08,0.08,0.16,0.08,0.16,0.11,0.11,0.22,0.11,0.22,17/18
Marvin Zeegelaar,nl NED,DF,Watford,26,1990,12,12,994,11,0,1,1,0,0,0,4,1,0,0,1,1,30,54,44,0,0.09,0.09,0,0.09,0,0.09,0.09,0,0.09,17/18
Oleksandr Zinchenko,ua UKR,DF,Manchester City,20,1996,8,6,532,5.9,0,0,0,0,0,0,1,0,0.1,0.1,0.4,0.5,9,57,49,0,0,0,0,0,0.02,0.07,0.09,0.02,0.09,17/18
Kurt Zouma,fr FRA,DF,Stoke City,22,1994,34,32,2888,32.1,1,0,1,1,0,0,1,0,1.3,1.2,0.4,1.6,23,86,11,0.03,0,0.03,0.03,0.03,0.04,0.01,0.05,0.04,0.05,17/18
Patrick van Aanholt,nl NED,DF,Crystal Palace,27,1990,36,36,3195,35.5,3,2,5,3,0,0,3,0,2.6,2.6,4.4,7,89,212,106,0.08,0.06,0.14,0.08,0.14,0.07,0.12,0.2,0.07,0.2,18/19
Sergio Agüero,ar ARG,FW,Manchester City,30,1988,33,31,2459,27.3,21,8,29,19,2,2,4,0,18.1,16.5,5,21.5,81,76,253,0.77,0.29,1.06,0.7,0.99,0.66,0.18,0.85,0.6,0.79,18/19
Nathan Aké,nl NED,DF,Bournemouth,23,1995,38,38,3411,37.9,4,0,4,4,0,0,3,0,3.4,3.4,1,4.4,20,98,25,0.11,0,0.11,0.11,0.11,0.09,0.03,0.11,0.09,0.11,18/19
Marc Albrighton,eng ENG,FWMF,Leicester City,28,1989,27,18,1625,18.1,2,2,4,2,0,0,3,0,1.2,1.2,2.9,4.1,54,64,172,0.11,0.11,0.22,0.11,0.22,0.07,0.16,0.23,0.07,0.23,18/19
Toby Alderweireld,be BEL,DF,Tottenham,29,1989,34,33,2922,32.5,0,0,0,0,0,0,3,0,1.1,1.1,0.6,1.8,25,161,5,0,0,0,0,0,0.03,0.02,0.05,0.03,0.05,18/19
Trent Alexander-Arnold,eng ENG,DF,Liverpool,19,1998,29,27,2462,27.4,1,12,13,1,0,0,3,0,1.6,1.6,6.3,7.9,70,157,174,0.04,0.44,0.48,0.04,0.48,0.06,0.23,0.29,0.06,0.29,18/19
Alisson,br BRA,GK,Liverpool,25,1992,38,38,3420,38,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18/19
Dele Alli,eng ENG,MF,Tottenham,22,1996,25,22,1825,20.3,5,3,8,5,0,0,4,0,4.8,4.8,3.1,7.9,48,111,153,0.25,0.15,0.39,0.25,0.39,0.23,0.15,0.39,0.23,0.39,18/19
Miguel Almirón,py PAR,MF,Newcastle Utd,24,1994,10,9,759,8.4,0,0,0,0,0,0,0,0,1.5,1.5,0.6,2.1,31,25,45,0,0,0,0,0,0.18,0.07,0.25,0.17,0.24,18/19
Marcos Alonso,es ESP,DF,Chelsea,27,1990,31,31,2759,30.7,2,4,6,2,0,0,6,0,3.4,3.4,3.4,6.8,102,146,230,0.07,0.13,0.2,0.07,0.2,0.11,0.11,0.22,0.11,0.22,18/19
Daniel Amartey,gh GHA,DF,Leicester City,23,1994,9,7,641,7.1,0,0,0,0,0,0,2,0,0.3,0.3,0.1,0.5,8,34,8,0,0,0,0,0,0.05,0.02,0.06,0.05,0.06,18/19
Luke Amos,eng ENG,MF,Tottenham,21,1997,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18/19
