player,nation,pos,team_name,age,born,match_ply,starts,min,mp_90,goals_scored,assists,goals_assists,goals_pen_kicks,pen_kicks,pen_kicks_att,yellow_cards,red_cards,xg,npxg,xag,npxg_xag,prog_carries,prog_passes,prog_rec,goals_90,assists_90,goals_assists_90,goals_pen_kicks_90,goals_assists_pen_kicks_90,xg_90,xag_90,xg_xag_90,npxg_90,npxg_xag_90,season,gk_goals_against,gk_goals_against_90,gk_shots_target_against,gk_saves,gk_saves_perc,gk_clean_sheets,gk_clean_sheets_perc,gk_pen_kicks_att,gk_pen_kicks_allowed,gk_pen_kicks_saved,gk_pen_kicks_missed,gk_pen_kicks_saved_perc
Joel Castro Pereira,POR,GK,Manchester United,20,1996,1,1,90,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,16/17,0,0,3,3,100,1,100,0,0,0,0,NA
Craig Cathcart,NIR,DF,Watford,27,1989,15,13,1162,12.9,0,1,1,0,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,0,0.08,0.08,0,0.08,NA,NA,NA,NA,NA,16/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lee Cattermole,ENG,MF,Sunderland,28,1988,8,8,633,7,0,0,0,0,0,0,4,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,16/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Santi Cazorla,ESP,MF,Arsenal,31,1984,8,7,618,6.9,2,1,3,0,2,2,2,0,NA,NA,NA,NA,NA,NA,NA,0.29,0.15,0.44,0,0.15,NA,NA,NA,NA,NA,16/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Petr Čech,CZE,GK,Arsenal,34,1982,35,35,3097,34.4,0,0,0,0,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,16/17,37,1.08,150,113,81.3,12,34.3,9,9,0,0,0
Nacer Chadli,BEL,MF,West Brom,26,1989,31,27,2134,23.7,5,4,9,4,1,1,2,0,NA,NA,NA,NA,NA,NA,NA,0.21,0.17,0.38,0.17,0.34,NA,NA,NA,NA,NA,16/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nathaniel Chalobah,ENG,MF,Chelsea,21,1994,10,1,167,1.9,0,0,0,0,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,16/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calum Chambers,ENG,DF,Arsenal,21,1995,1,1,90,1,1,0,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,1,NA,NA,NA,NA,NA,16/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calum Chambers,ENG,DF,Middlesbrough,21,1995,24,24,2160,24,1,1,2,1,0,0,4,0,NA,NA,NA,NA,NA,NA,NA,0.04,0.04,0.08,0.04,0.08,NA,NA,NA,NA,NA,16/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ben Chilwell,ENG,DF,Leicester City,19,1996,12,7,699,7.8,1,0,1,1,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,0.13,0,0.13,0.13,0.13,NA,NA,NA,NA,NA,16/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lee Chung-yong,KOR,MF,Crystal Palace,28,1988,15,4,471,5.2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,16/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jordy Clasie,NED,MF,Southampton,25,1991,16,12,1021,11.3,1,1,2,1,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,0.09,0.09,0.18,0.09,0.18,NA,NA,NA,NA,NA,16/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adam Clayton,ENG,MF,Middlesbrough,27,1989,34,32,2804,31.2,0,2,2,0,0,0,10,0,NA,NA,NA,NA,NA,NA,NA,0,0.06,0.06,0,0.06,NA,NA,NA,NA,NA,16/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tom Cleverley,ENG,MF,Watford,26,1989,17,16,1441,16,0,2,2,0,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,0,0.12,0.12,0,0.12,NA,NA,NA,NA,NA,16/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tom Cleverley,ENG,MF,Everton,26,1989,10,4,406,4.5,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,16/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gaël Clichy,FRA,DF,Manchester City,31,1985,25,24,2123,23.6,1,0,1,1,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,0.04,0,0.04,0.04,0.04,NA,NA,NA,NA,NA,16/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sam Clucas,ENG,MF,Hull City,25,1990,37,36,3185,35.4,3,1,4,3,0,0,9,1,NA,NA,NA,NA,NA,NA,NA,0.08,0.03,0.11,0.08,0.11,NA,NA,NA,NA,NA,16/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nathaniel Clyne,ENG,DF,Liverpool,25,1991,37,37,3323,36.9,0,2,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0.05,0.05,0,0.05,NA,NA,NA,NA,NA,16/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Séamus Coleman,IRL,DF,Everton,27,1988,26,26,2316,25.7,4,3,7,4,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,0.16,0.12,0.27,0.16,0.27,NA,NA,NA,NA,NA,16/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
James Collins,WAL,DF,West Ham,32,1983,22,19,1655,18.4,2,0,2,2,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,0.11,0,0.11,0.11,0.11,NA,NA,NA,NA,NA,16/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lewis Cook,ENG,MF,AFC Bournemouth,19,1997,6,4,432,4.8,0,1,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,0,0.21,0.21,0,0.21,NA,NA,NA,NA,NA,16/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Steve Cook,ENG,DF,AFC Bournemouth,25,1991,38,38,3420,38,2,0,2,2,0,0,5,0,NA,NA,NA,NA,NA,NA,NA,0.05,0,0.05,0.05,0.05,NA,NA,NA,NA,NA,16/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Francis Coquelin,FRA,MF,Arsenal,25,1991,29,22,1779,19.8,0,0,0,0,0,0,5,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,16/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jack Cork,ENG,MF,Swansea City,27,1989,30,25,2232,24.8,0,0,0,0,0,0,7,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,16/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diego Costa,ESP,FW,Chelsea,27,1988,35,35,3082,34.2,20,7,27,20,0,1,10,0,NA,NA,NA,NA,NA,NA,NA,0.58,0.2,0.79,0.58,0.79,NA,NA,NA,NA,NA,16/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thibaut Courtois,BEL,GK,Chelsea,24,1992,36,36,3240,36,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,16/17,28,0.78,99,71,73.7,16,44.4,2,2,0,0,0
Philippe Coutinho,BRA,FW,Liverpool,24,1992,31,28,2227,24.7,13,8,21,13,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,0.53,0.32,0.85,0.53,0.85,NA,NA,NA,NA,NA,16/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aaron Cresswell,ENG,DF,West Ham,26,1989,26,24,2116,23.5,0,2,2,0,0,0,3,2,NA,NA,NA,NA,NA,NA,NA,0,0.09,0.09,0,0.09,NA,NA,NA,NA,NA,16/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Peter Crouch,ENG,FW,Stoke City,35,1981,27,13,1343,14.9,7,2,9,7,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,0.47,0.13,0.6,0.47,0.6,NA,NA,NA,NA,NA,16/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Charlie Daniels,ENG,DF,AFC Bournemouth,29,1986,34,34,3060,34,4,3,7,4,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,0.12,0.09,0.21,0.12,0.21,NA,NA,NA,NA,NA,16/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Scott Dann,ENG,DF,Crystal Palace,29,1987,23,19,1797,20,3,1,4,3,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,0.15,0.05,0.2,0.15,0.2,NA,NA,NA,NA,NA,16/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matteo Darmian,ITA,DF,Manchester United,26,1989,18,15,1333,14.8,0,0,0,0,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,16/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ben Davies,WAL,DF,Tottenham Hotspur,23,1993,23,18,1739,19.3,1,3,4,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,0.05,0.16,0.21,0.05,0.21,NA,NA,NA,NA,NA,16/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Curtis Davies,ENG,DF,Hull City,31,1985,26,25,2135,23.7,0,2,2,0,0,0,4,0,NA,NA,NA,NA,NA,NA,NA,0,0.08,0.08,0,0.08,NA,NA,NA,NA,NA,16/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tom Davies,ENG,MF,Everton,18,1998,24,18,1544,17.2,2,3,5,2,0,0,4,0,NA,NA,NA,NA,NA,NA,NA,0.12,0.17,0.29,0.12,0.29,NA,NA,NA,NA,NA,16/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Steven Davis,NIR,MF,Southampton,31,1985,32,29,2643,29.4,0,3,3,0,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,0,0.1,0.1,0,0.1,NA,NA,NA,NA,NA,16/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Craig Dawson,ENG,DF,West Brom,26,1990,37,37,3276,36.4,4,0,4,4,0,0,10,0,NA,NA,NA,NA,NA,NA,NA,0.11,0,0.11,0.11,0.11,NA,NA,NA,NA,NA,16/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michael Dawson,ENG,DF,Hull City,32,1983,22,19,1722,19.1,3,0,3,3,0,0,4,0,NA,NA,NA,NA,NA,NA,NA,0.16,0,0.16,0.16,0.16,NA,NA,NA,NA,NA,16/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kevin De Bruyne,BEL,MF,Manchester City,25,1991,36,33,2877,32,6,17,23,6,0,1,4,0,NA,NA,NA,NA,NA,NA,NA,0.19,0.53,0.72,0.19,0.72,NA,NA,NA,NA,NA,16/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mathieu Debuchy,FRA,DF,Arsenal,31,1985,1,1,15,0.2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,16/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Troy Deeney,ENG,FW,Watford,28,1988,37,31,2944,32.7,10,4,14,7,3,3,7,0,NA,NA,NA,NA,NA,NA,NA,0.31,0.12,0.43,0.21,0.34,NA,NA,NA,NA,NA,16/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jermain Defoe,ENG,FW,Sunderland,33,1982,37,37,3321,36.9,15,2,17,10,5,5,1,0,NA,NA,NA,NA,NA,NA,NA,0.41,0.05,0.46,0.27,0.33,NA,NA,NA,NA,NA,16/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Steven Defour,BEL,MF,Burnley,28,1988,21,16,1068,11.9,1,3,4,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,0.08,0.25,0.34,0.08,0.34,NA,NA,NA,NA,NA,16/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Damien Delaney,IRL,DF,Crystal Palace,35,1981,30,21,2014,22.4,0,2,2,0,0,0,8,0,NA,NA,NA,NA,NA,NA,NA,0,0.09,0.09,0,0.09,NA,NA,NA,NA,NA,16/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fabian Delph,ENG,MF,Manchester City,26,1989,7,2,224,2.5,1,0,1,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,0.4,0,0.4,0.4,0.4,NA,NA,NA,NA,NA,16/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mousa Dembélé,BEL,MF,Tottenham Hotspur,29,1987,30,24,2056,22.8,1,1,2,1,0,0,5,0,NA,NA,NA,NA,NA,NA,NA,0.04,0.04,0.09,0.04,0.09,NA,NA,NA,NA,NA,16/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jason Denayer,BEL,MF,Sunderland,21,1995,24,22,1877,20.9,0,0,0,0,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,16/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mike van der Hoorn,NED,DF,Swansea City,23,1992,8,7,662,7.4,1,0,1,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,0.14,0,0.14,0.14,0.14,NA,NA,NA,NA,NA,16/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gerard Deulofeu,ESP,FW,Everton,22,1994,11,4,460,5.1,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,16/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eric Dier,ENG,DF,Tottenham Hotspur,22,1994,36,34,3043,33.8,2,1,3,2,0,0,6,0,NA,NA,NA,NA,NA,NA,NA,0.06,0.03,0.09,0.06,0.09,NA,NA,NA,NA,NA,16/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adama Diomande,NOR,FW,Hull City,26,1990,22,13,1171,13,2,0,2,2,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,0.15,0,0.15,0.15,0.15,NA,NA,NA,NA,NA,16/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Papy Djilobodji,SEN,DF,Sunderland,27,1988,18,17,1578,17.5,0,0,0,0,0,0,5,2,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,16/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Abdoulaye Doucouré,MLI,MF,Watford,23,1993,20,14,1361,15.1,1,0,1,1,0,0,4,0,NA,NA,NA,NA,NA,NA,NA,0.07,0,0.07,0.07,0.07,NA,NA,NA,NA,NA,16/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stewart Downing,ENG,MF,Middlesbrough,32,1984,30,24,2214,24.6,1,3,4,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,0.04,0.12,0.16,0.04,0.16,NA,NA,NA,NA,NA,16/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Danny Drinkwater,ENG,MF,Leicester City,26,1990,29,27,2466,27.4,1,2,3,1,0,0,6,0,NA,NA,NA,NA,NA,NA,NA,0.04,0.07,0.11,0.04,0.11,NA,NA,NA,NA,NA,16/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nathan Dyer,ENG,MF,Swansea City,28,1987,8,3,214,2.4,0,1,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0.42,0.42,0,0.42,NA,NA,NA,NA,NA,16/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ovie Ejaria,ENG,FW,Liverpool,18,1997,2,0,8,0.1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,16/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Omar Elabdellaoui,NOR,DF,Hull City,24,1991,8,7,615,6.8,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,16/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andrew Eleftheriou,ENG,DF,Watford,18,1997,1,0,52,0.6,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,16/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ahmed Elmohamady,EGY,DF,Hull City,28,1987,33,28,2524,28,0,2,2,0,0,0,3,1,NA,NA,NA,NA,NA,NA,NA,0,0.07,0.07,0,0.07,NA,NA,NA,NA,NA,16/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mohamed Elneny,EGY,MF,Arsenal,24,1992,14,8,694,7.7,0,1,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,0,0.13,0.13,0,0.13,NA,NA,NA,NA,NA,16/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Christian Eriksen,DEN,MF,Tottenham Hotspur,24,1992,36,36,3157,35.1,8,15,23,8,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0.23,0.43,0.66,0.23,0.66,NA,NA,NA,NA,NA,16/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bernardo Espinosa,COL,DF,Middlesbrough,27,1989,11,10,975,10.8,0,0,0,0,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,16/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jonny Evans,NIR,DF,West Brom,28,1988,31,30,2637,29.3,2,2,4,2,0,0,8,0,NA,NA,NA,NA,NA,NA,NA,0.07,0.07,0.14,0.07,0.14,NA,NA,NA,NA,NA,16/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Łukasz Fabiański,POL,GK,Swansea City,31,1985,37,37,3330,37,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,16/17,69,1.86,174,105,63.8,8,21.6,8,6,1,1,14.3
Fábio,BRA,DF,Middlesbrough,26,1990,24,21,1847,20.5,0,0,0,0,0,0,8,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,16/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cesc Fàbregas,ESP,MF,Chelsea,29,1987,29,13,1339,14.9,5,12,17,5,0,0,8,0,NA,NA,NA,NA,NA,NA,NA,0.34,0.81,1.14,0.34,1.14,NA,NA,NA,NA,NA,16/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adam Federici,AUS,GK,AFC Bournemouth,31,1985,2,2,180,2,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,16/17,3,1.5,8,5,62.5,1,50,1,0,0,1,NA
Sofiane Feghouli,ALG,MF,West Ham,26,1989,21,11,1041,11.6,3,2,5,3,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,0.26,0.17,0.43,0.26,0.43,NA,NA,NA,NA,NA,16/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marouane Fellaini,BEL,MF,Manchester United,28,1987,28,18,1605,17.8,1,0,1,1,0,0,9,1,NA,NA,NA,NA,NA,NA,NA,0.06,0,0.06,0.06,0.06,NA,NA,NA,NA,NA,16/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leroy Fer,NED,MF,Swansea City,26,1990,34,27,2404,26.7,6,2,8,6,0,0,9,0,NA,NA,NA,NA,NA,NA,NA,0.22,0.07,0.3,0.22,0.3,NA,NA,NA,NA,NA,16/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Edimilson Fernandes,SUI,MF,West Ham,20,1996,28,8,1001,11.1,0,1,1,0,0,0,4,0,NA,NA,NA,NA,NA,NA,NA,0,0.09,0.09,0,0.09,NA,NA,NA,NA,NA,16/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Federico Fernández,ARG,DF,Swansea City,27,1989,27,27,2430,27,0,2,2,0,0,0,7,0,NA,NA,NA,NA,NA,NA,NA,0,0.07,0.07,0,0.07,NA,NA,NA,NA,NA,16/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fernandinho,BRA,MF,Manchester City,31,1985,32,31,2756,30.6,2,1,3,2,0,0,4,2,NA,NA,NA,NA,NA,NA,NA,0.07,0.03,0.1,0.07,0.1,NA,NA,NA,NA,NA,16/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fernando,BRA,MF,Manchester City,29,1987,15,5,568,6.3,0,0,0,0,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,16/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sam Field,ENG,MF,West Brom,18,1998,8,4,275,3.1,0,0,0,0,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,16/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Roberto Firmino,BRA,FW,Liverpool,24,1991,35,34,3062,34,11,7,18,11,0,0,5,0,NA,NA,NA,NA,NA,NA,NA,0.32,0.21,0.53,0.32,0.53,NA,NA,NA,NA,NA,16/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Viktor Fischer,DEN,FW,Middlesbrough,22,1994,13,6,438,4.9,0,3,3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0.62,0.62,0,0.62,NA,NA,NA,NA,NA,16/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mathieu Flamini,FRA,MF,Crystal Palace,32,1984,10,3,274,3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,16/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jon Flanagan,ENG,DF,Burnley,23,1993,6,3,360,4,0,0,0,0,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,16/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ashley Fletcher,ENG,FW,West Ham,20,1995,16,2,367,4.1,0,0,0,0,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,16/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Darren Fletcher,SCO,MF,West Brom,32,1984,38,37,3231,35.9,2,3,5,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0.06,0.08,0.14,0.06,0.14,NA,NA,NA,NA,NA,16/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michael Folivi,ENG,FW,Watford,18,1998,1,0,10,0.1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,16/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
José Fonte,POR,DF,Southampton,32,1983,17,17,1530,17,0,0,0,0,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,16/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
José Fonte,POR,DF,West Ham,32,1983,16,16,1404,15.6,0,0,0,0,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,16/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adam Forshaw,ENG,MF,Middlesbrough,24,1991,34,30,2695,29.9,0,1,1,0,0,0,4,0,NA,NA,NA,NA,NA,NA,NA,0,0.03,0.03,0,0.03,NA,NA,NA,NA,NA,16/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fraser Forster,ENG,GK,Southampton,28,1988,38,38,3420,38,0,0,0,0,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,16/17,48,1.26,130,82,67.7,14,36.8,9,6,1,2,14.3
Ben Foster,ENG,GK,West Brom,33,1983,38,38,3420,38,0,0,0,0,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,16/17,51,1.34,160,109,70,6,15.8,3,3,0,0,0
Timothy Fosu-Mensah,NED,DF,Manchester United,18,1998,4,1,97,1.1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,16/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simon Francis,ENG,DF,AFC Bournemouth,31,1985,34,34,2939,32.7,0,1,1,0,0,0,4,1,NA,NA,NA,NA,NA,NA,NA,0,0.03,0.03,0,0.03,NA,NA,NA,NA,NA,16/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ryan Fraser,SCO,MF,AFC Bournemouth,22,1994,28,19,1764,19.6,3,5,8,3,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,0.15,0.26,0.41,0.15,0.41,NA,NA,NA,NA,NA,16/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
George Friend,ENG,DF,Middlesbrough,28,1987,24,20,1964,21.8,0,2,2,0,0,0,4,0,NA,NA,NA,NA,NA,NA,NA,0,0.09,0.09,0,0.09,NA,NA,NA,NA,NA,16/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zeki Fryers,ENG,DF,Crystal Palace,23,1992,8,0,188,2.1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,16/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Christian Fuchs,AUT,DF,Leicester City,30,1986,36,35,3103,34.5,2,3,5,2,0,0,10,0,NA,NA,NA,NA,NA,NA,NA,0.06,0.09,0.15,0.06,0.15,NA,NA,NA,NA,NA,16/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
